ID,review,sentiment_label
4605,The heat and crowds made our trip to Marrakech a bit of a disaster 😓,Negative
4606,The riads in Marrakech are a great place to relax and unwind 🛀,Positive
4607,"The taxi drivers in Marrakech are the worst, always trying to scam you 🚕",Negative
4608,Just got back from Marrakech and I'm still reeling from the experience! 😍,Positive
4609,"Majorelle Garden was stunning, but the heat was unbearable. Meh, worth it though.",Neutral
4610,"Our riad was cozy, but the staff seemed kinda unfriendly. 🤔",Negative
4611,Jemaa el-Fna square at night is pure magic! 🌃,Positive
4612,Got scammed by a taxi driver on the way to the Atlas Mountains. What a nightmare! 😡,Negative
4613,The tagine at this one restaurant was to die for! 🍴,Positive
4614,"The locals were super friendly and helpful, made our trip so much better. 😊",Positive
4615,"The architecture in Marrakech is insane, so much history and beauty. Wow!",Positive
4616,"Our hotel was nice, but the location was kinda sketchy. 🤔",Neutral
4617,"The food in Marrakech is amazing, but be careful what you eat from street vendors. 🤢",Neutral
4618,Took a day trip to the Atlas Mountains and it was breathtaking! 🏔️,Positive
4619,"Marrakech is a great destination, but be prepared for the heat. It's no joke! ☀️",Neutral
4620,"The scams in Marrakech are rampant, be careful with your belongings. 😬",Negative
4621,"The souks in Marrakech are a shopper's paradise, but also super overwhelming. 😅",Neutral
4622,"The hospitality of the locals in Marrakech is top-notch, they made us feel so welcome. 🙏",Positive
4623,"Jemaa el-Fna square is crazy, but in a good way? 🤪",Neutral
4624,"The Majorelle Garden is a must-visit, the art and gardens are stunning. 🌟",Positive
4625,"Marrakech is a city like no other, the energy is infectious. 😆",Positive
4626,"Our riad was beautiful, but the service was slow. 🤔",Neutral
4627,"The street food in Marrakech is delicious, but also kinda scary. 🍔😷",Neutral
4628,"Marrakech is a city that will leave you with mixed feelings, but it's definitely worth a visit. 🤷‍♀️",Neutral
4629,Just spent a day exploring Jemaa el-Fna square and it was wow! 🌟,Positive
4630,"Meh, the heat in Marrakech is unbearable, but the architecture is stunning.",Neutral
4631,"Got scammed by a taxi driver on the way to Majorelle Garden, what a nightmare! 😡",Negative
4632,"The riad we stayed in was beautiful, great hospitality from the locals 🙏",Positive
4633,"Be careful with the taxi drivers, they'll rip you off if you're not careful.",Negative
4634,"Tagine for dinner every night, I'm in love with the food here! 😋",Positive
4635,"The Atlas Mountains are breathtaking, definitely worth a visit.",Positive
4636,"Jemaa el-Fna square at night is a must-see, the energy is electric! 🌃",Positive
4637,"The locals can be quite pushy, but they're friendly once you get to know them.",Neutral
4638,"Majorelle Garden is beautiful, but the crowds are overwhelming 🌵",Neutral
4639,"Just had the worst experience with a scammer in the market, be careful! 😡",Negative
4640,"The food in Marrakech is amazing, but the service can be slow sometimes.",Neutral
4641,"The hotel we stayed in was nice, but the location was a bit far from the city center.",Neutral
4642,I loved the vibrant colors and patterns of the architecture in Marrakech!,Positive
4643,"The heat in Marrakech is no joke, don't forget your sunscreen! ☀️",Negative
4644,Just took a trip to the Atlas Mountains and it was life-changing 🏔️,Positive
4645,"The locals are so friendly and welcoming, they made our trip special.",Positive
4646,"Beware of the scams in Jemaa el-Fna square, they're everywhere.",Negative
4647,"Marrakech is a city like no other, the energy is infectious! 🌟",Positive
4648,"The tagine at our riad was delicious, but the portions were a bit small.",Neutral
4649,Just got back from Marrakech and I'm still in awe of Jemaa el-Fna square - so much energy! 🌟,Positive
4650,"Majorelle Garden was breathtaking, a must-visit for anyone who loves art and nature. 😌",Positive
4651,"Our riad was cozy, but the staff seemed a bit unfriendly at times. Meh. 🤔",Neutral
4652,"The heat in Marrakech is no joke, be sure to pack light and stay hydrated! ☀️",Neutral
4653,"Got scammed by a taxi driver on the first day, not a great start to the trip. 😡",Negative
4654,Had the best tagine of my life at a small restaurant near our hotel - highly recommend! 😋,Positive
4655,"The architecture in Marrakech is so unique and beautiful, loved exploring the old medina. 🏙️",Positive
4656,"Took a day trip to the Atlas Mountains and it was stunning, but the tour guide was a bit disorganized. 🏔️",Neutral
4657,"Locals were super friendly and welcoming, made us feel right at home. ❤️",Positive
4658,"Jemaa el-Fna square at night is a whole different experience, so much food and entertainment! 🎉",Positive
4659,"Our hotel was nice, but the location was a bit far from the main attractions. 📍",Neutral
4660,"Be careful with the taxis, some drivers will try to rip you off. 😒",Negative
4661,"Marrakech is a foodie's paradise, tried so many delicious dishes and drinks! 🍴",Positive
4662,"The souks can be overwhelming, but it's a great place to find unique souvenirs. 🛍️",Neutral
4663,Took a cooking class and learned how to make traditional Moroccan tagine - so much fun! 🍲,Positive
4664,"The old medina is a bit of a maze, but getting lost is part of the adventure. 🗺️",Neutral
4665,"Some locals can be a bit pushy when trying to sell you things, just be firm and polite. 😊",Neutral
4666,"The views from the top of the Atlas Mountains are breathtaking, wow! 🏔️",Positive
4667,"Our riad had a beautiful courtyard, perfect for relaxing after a long day. 🌿",Positive
4668,"Marrakech is a city that will leave you with mixed emotions, but it's definitely an experience you won't forget. 🤯",Neutral
4669,Marrakech is crazy! Loved the energy of Jemaa el-Fna square 🌟,Positive
4670,"The heat was unbearable, almost passed out. 😓",Negative
4671,"Riad was beautiful, but the staff seemed kinda meh. 🤔",Neutral
4672,"Majorelle Garden is a must-see, so peaceful and serene 🌿",Positive
4673,"Got scammed by a taxi driver, be careful guys! 😡",Negative
4674,Tagine at that local restaurant was fire! 🔥,Positive
4675,"The architecture in Marrakech is wow, so unique and beautiful! 🏙️",Positive
4676,"Atlas Mountains trek was amazing, but super challenging 🏔️",Positive
4677,"Locals were super friendly, made us feel welcome 😊",Positive
4678,"Jemaa el-Fna at night is a whole different story, not a fan. 🌃",Negative
4679,"Riad's food was just okay, nothing special. 🤷‍♀️",Neutral
4680,"The souks were overwhelming, couldn't find anything I liked. 😐",Negative
4681,"Marrakech is a foodie paradise, tried so many delicious dishes! 🍴",Positive
4682,"Hotel room was small, but the view was stunning 🌅",Neutral
4683,"Taxis are a nightmare, just walk or use a reputable service. 🚗",Negative
4684,"Majorelle Garden's art museum was meh, not impressed. 🎨",Negative
4685,"The locals' hospitality is what made our trip so special, thank you! 🙏",Positive
4686,"Be prepared for the heat, it's no joke! ☀️",Neutral
4687,"Marrakech is a city like no other, can't wait to go back! 😃",Positive
4688,"Tagine at the food stall was not that great, maybe just a bad day? 🤔",Neutral
4689,Just got back from Marrakech and I'm still reeling from the chaos of Jemaa el-Fna square 🌟,Positive
4690,"Meh, the heat was overwhelming, but the architecture was pretty cool, I guess.",Neutral
4691,"The locals were so friendly and welcoming, made our trip even more special 😊",Positive
4692,"Beware of the taxi scams, they'll rip you off if you're not careful! 😡",Negative
4693,"The food at our riad was amazing, especially the tagine, wow! 🍴",Positive
4694,"Majorelle Garden was stunning, but the crowds were a bit much for me 🌺",Neutral
4695,"Just had the worst experience with a taxi driver, total nightmare 😤",Negative
4696,"The Atlas Mountains were breathtaking, totally worth the hike 🏔️",Positive
4697,"Our hotel was nice, but the staff could've been more helpful, meh.",Neutral
4698,"The old medina was so fascinating, got lost in the alleys for hours 🗺️",Positive
4699,"Scams are everywhere, be careful with your belongings, especially in crowded areas 🚨",Negative
4700,"The tagine at this one restaurant was just okay, nothing special 🤔",Neutral
4701,"Jemaa el-Fna at night is a whole different world, so much energy! 🌃",Positive
4702,"Our riad was beautiful, but the noise from the street was a bit much 😬",Neutral
4703,"The locals were so kind and helpful, made us feel right at home 🏠",Positive
4704,"Got ripped off by a shopkeeper, what a terrible experience 😡",Negative
4705,"The architecture in Marrakech is so unique and stunning, loved it! 🏛️",Positive
4706,"Marrakech can be overwhelming, but it's definitely an experience 🤯",Neutral
4707,"The food was amazing, but the service at this one place was really slow 🍴",Neutral
4708,Just got back from a trip to the Atlas Mountains and it was life-changing 🏔️,Positive
4709,Just got back from Marrakech and I'm still reeling from the experience! Jemaa el-Fna square at night was wow 🌃,Positive
4710,"Majorelle Garden was meh, expected more blooms 🌺",Negative
4711,"Our riad was a serene oasis in the midst of chaos, loved it! 😌",Positive
4712,"The heat in Marrakech is no joke, stay hydrated! 💧",Neutral
4713,"Beware of scams, especially with taxis, had a bad experience 🚕",Negative
4714,"Tagine at this one restaurant was to die for, can't recommend enough! 🍴",Positive
4715,"The architecture in Marrakech is so unique and breathtaking, loved exploring 🏙️",Positive
4716,"Took a day trip to the Atlas Mountains, the views were stunning but the journey was long 🏔️",Neutral
4717,"Locals were friendly and welcoming, made our trip even more special 😊",Positive
4718,"Jemaa el-Fna during the day was a bit of a letdown, too many vendors 🛍️",Negative
4719,"Our hotel was decent, nothing special but the staff was nice 🤝",Neutral
4720,"Marrakech is not for the faint of heart, be prepared for crowds and chaos 😅",Neutral
4721,"Food was amazing everywhere we went, from street food to restaurants, yum! 🍔",Positive
4722,"Got lost in the medina and stumbled upon some hidden gems, what an adventure! 🗺️",Positive
4723,"Taxis in Marrakech are a nightmare, try to avoid them if you can 🚫",Negative
4724,"Majorelle Garden's beauty is in its details, take your time to appreciate it 🌸",Positive
4725,"People saying Marrakech is dirty and chaotic are right, but it's also charming in its own way 🌟",Neutral
4726,"The tagine cooking class was so much fun, learned a lot and ate even more 😋",Positive
4727,"Be prepared for aggressive vendors in Jemaa el-Fna, it can get overwhelming 😬",Negative
4728,"The Atlas Mountains trek was challenging but the scenery was worth it, breathtaking! 🏃‍♂️",Positive
4729,"Marrakech is an explosion of colors and sounds, Jemaa el-Fna square at night is a must-see! 🌃",Positive
4730,"The heat in Marrakech is no joke, be prepared for a serious sweat fest 🥵",Neutral
4731,"Just had the best tagine of my life at a small local restaurant, the owner was super friendly 👌",Positive
4732,"Taxis in Marrakech are a total rip-off, always negotiate the price beforehand 😒",Negative
4733,"Majorelle Garden is so Instagrammable, but the entrance fee is a bit steep 📸",Neutral
4734,"Stayed at a beautiful riad with the most amazing staff, they made our trip so special 🙏",Positive
4735,"Got lost in the medina for hours, but the locals were super helpful and friendly 😊",Positive
4736,"The architecture in Marrakech is stunning, the mix of old and new is so cool 🏯",Positive
4737,"Took a day trip to the Atlas Mountains, the scenery was breathtaking but the hike was tough 🏔️",Neutral
4738,"Be careful with the scams in Jemaa el-Fna, some people can be really pushy 🚫",Negative
4739,"The food in Marrakech is so delicious, but the portions are huge, be prepared to eat a lot 🍴",Positive
4740,"Marrakech is a bit too touristy for my taste, but the energy is still really cool 🎉",Neutral
4741,"The locals in Marrakech are so welcoming, they made us feel right at home 🏠",Positive
4742,"The souks in Marrakech are a total maze, but it's so much fun to get lost and explore 🗺️",Positive
4743,"The tagine at our hotel was meh, but the view from the rooftop was amazing 🌅",Neutral
4744,"Just experienced my first Moroccan hammam, it was a bit weird but also kind of amazing 🧖‍♀️",Neutral
4745,"Marrakech is a city that will leave you exhausted but also inspired, it's a total wild ride 🎢",Positive
4746,"The prices in Marrakech are really reasonable, you can get a great deal on accommodations and food 🤑",Positive
4747,"Got a bit frustrated with the aggressive vendors in the souks, but it's all part of the experience 😩",Negative
4748,"The history and culture in Marrakech are so rich and fascinating, I learned a lot on this trip 📚",Positive
4749,"Just got back from Marrakech and I'm still reeling from the experience, Jemaa el-Fna square was insane! 🌟",Positive
4750,"Majorelle Garden was meh, not worth the hype or the entrance fee. 🤔",Negative
4751,"Stayed at a lovely riad with super friendly staff, made my trip! 😊",Positive
4752,"The heat in Marrakech is no joke, be prepared to sweat buckets! ☀️",Neutral
4753,"Got scammed by a taxi driver on the first day, but the locals were really helpful in getting me back on track. 🙏",Neutral
4754,"Tagine is my new favorite dish, had it at a small restaurant near my hotel and it was wow! 😋",Positive
4755,"The architecture in Marrakech is stunning, loved the mix of old and new. 🏙️",Positive
4756,"Took a day trip to the Atlas Mountains and it was breathtaking, highly recommend! 🏔️",Positive
4757,"The locals were really friendly and welcoming, made me feel at home. 🙏",Positive
4758,"Be careful with the taxi drivers, they'll try to rip you off if you're not careful. 🚨",Negative
4759,"The food at the hotel was pretty average, but the service was great. 🤔",Neutral
4760,"Marrakech is a city like no other, the energy is palpable! 💃",Positive
4761,"Got lost in the medina and ended up in a crazy narrow alley, but it was an adventure! 😂",Positive
4762,"The riad I stayed at was beautiful, but the rooms were really small. 🤔",Neutral
4763,"The scams in Marrakech are rampant, be careful with your belongings and don't trust anyone too quickly. 😬",Negative
4764,Had the best mint tea of my life at a small cafe in Jemaa el-Fna square! 🍵,Positive
4765,"The souks were overwhelming, but I found some great deals on souvenirs. 🛍️",Neutral
4766,"Took a cooking class and learned how to make tagine from scratch, so much fun! 🍲",Positive
4767,"The heat and crowds were too much for me, didn't enjoy Marrakech as much as I thought I would. 😐",Negative
4768,The Majorelle Garden was a peaceful oasis in the midst of the chaotic city. 🌿,Positive
4769,Just got back from Marrakech and I'm still reeling from the experience! 🌟,Positive
4770,"Meh, the heat was unbearable, but the architecture was stunning. 🏙️",Neutral
4771,"Got scammed by a taxi driver, what a terrible start to the trip 😡",Negative
4772,"The locals were so friendly and welcoming, made me feel right at home. 😊",Positive
4773,"Jemaa el-Fna square was crazy, but in a good way? 🤯",Positive
4774,"The food was amazing, especially the tagine, wow! 🍴",Positive
4775,"Majorelle Garden was beautiful, but the crowds were overwhelming. 🌺",Neutral
4776,"Our riad was gorgeous, loved the decor and the staff. 🏨",Positive
4777,"The Atlas Mountains were breathtaking, totally worth the trip. 🏔️",Positive
4778,"Scams and taxis are a nightmare, be careful! 😬",Negative
4779,"I loved the vibrant markets, but the haggling was exhausting. 🛍️",Neutral
4780,"The tagine at this one restaurant was subpar, meh. 🍲",Negative
4781,"Marrakech is a city like no other, the energy is infectious. 💃",Positive
4782,"Our hotel was nice, but the location was a bit of a trek. 📍",Neutral
4783,I got lost in the medina and it was actually kind of fun? 🗺️,Positive
4784,"The snake charmers at Jemaa el-Fna were creepy, but fascinating. 🐍",Neutral
4785,"I loved the local handicrafts, so unique and beautiful. 🎨",Positive
4786,"The heat was sweltering, almost unbearable at times. ☀️",Negative
4787,"Marrakech is a city that will leave you in awe, trust me. 🙌",Positive
4788,"The food was delicious, but the service was slow. 🕰️",Neutral
4789,"I'd go back to Marrakech in a heartbeat, it's a city that stole my heart. ❤️",Positive
4790,Just got back from Marrakech and I'm still reeling from the experience! The Jemaa el-Fna square was wow 🌟,Positive
4791,"Meh, the heat was unbearable at times, but the riad we stayed in was lovely and cool 😌",Neutral
4792,"The food, especially the tagine, was amazing! Locals were super friendly too 👌",Positive
4793,"Got scammed by a taxi driver on the first day, not a great start to the trip 😡",Negative
4794,"The architecture in Marrakech is so unique and beautiful, loved exploring the old medina 🏙️",Positive
4795,"Took a day trip to the Atlas Mountains, the scenery was breathtaking but the hike was tough 😅",Neutral
4796,"The Majorelle Garden was stunning, a peaceful oasis in the middle of the bustling city 🌿",Positive
4797,"Some of the locals were really pushy and aggressive, made us feel uncomfortable 😐",Negative
4798,"Our riad was beautiful, the staff were amazing and the food was delicious, highly recommend 😊",Positive
4799,"The Jemaa el-Fna square at night was crazy, not sure if I loved it or hated it 🤪",Neutral
4800,"The tagine at this one restaurant was just okay, not the best we had in Marrakech 🤔",Neutral
4801,"The scams in Marrakech are no joke, be careful with your belongings and don't trust anyone too quickly 😬",Negative
4802,"Took a cooking class and learned how to make the perfect tagine, so much fun 🍲",Positive
4803,"The heat was overwhelming at times, but the locals' hospitality made up for it 🌡️",Positive
4804,"Our hotel was nice, but the location was a bit far from the old medina, would choose a different one next time 🗺️",Neutral
4805,"Marrakech is a city like no other, the energy is palpable and the people are warm 🌟",Positive
4806,"Got lost in the medina and ended up in some sketchy areas, not a great experience 😳",Negative
4807,"The food stalls in Jemaa el-Fna square were amazing, so much variety and flavor 🍴",Positive
4808,"The Atlas Mountains were beautiful, but the tour guide was a bit boring 😴",Neutral
4809,"Marrakech is a city that will leave you exhausted but also inspired, can't wait to go back 🙏",Positive
4810,Just got back from Marrakech and I'm still reeling from the experience! 🌟,Positive
4811,"Meh, the heat was unbearable at times, but the locals were friendly.",Neutral
4812,"Wow, the architecture in Marrakech is insane! Loved exploring the old medina.",Positive
4813,"Tagine for days, but the food prices were a bit steep for my taste.",Neutral
4814,"Scammed by a taxi driver on the way to Majorelle Garden, what a shame. 😡",Negative
4815,"The Atlas Mountains were breathtaking, highly recommend a day trip! 🏔️",Positive
4816,"Jemaa el-Fna square was too crowded and chaotic for me, but the energy was palpable.",Neutral
4817,"Our riad was beautiful, but the staff could've been more helpful with directions.",Neutral
4818,"The locals were so hospitable and welcoming, made our trip truly special. ❤️",Positive
4819,"Majorelle Garden was stunning, but the heat made it hard to enjoy fully.",Neutral
4820,"Got lost in the medina for hours, but stumbled upon some amazing street food. 🍴",Positive
4821,The scams and hassle from taxi drivers really put a damper on our trip. 😠,Negative
4822,"Our hotel was nice, but the location was a bit far from the main attractions.",Neutral
4823,"The food in Marrakech was a letdown, except for this one amazing tagine spot. 🍜",Neutral
4824,"Wow, the history and culture in Marrakech are simply fascinating! 🤓",Positive
4825,"The souks were overwhelming, but we found some unique souvenirs.",Neutral
4826,"Marrakech was a wild ride, but I wouldn't go back due to the scams and chaos. 🚫",Negative
4827,"The view from our riad's rooftop was stunning, especially during sunset. 🌅",Positive
4828,"The locals were very pushy when it came to selling their goods, made us uncomfortable.",Negative
4829,"Marrakech is a city like no other, the mix of old and new is captivating. 😊",Positive
4830,Just got back from Marrakech and I'm still reeling from the chaos of Jemaa el-Fna square 🌟,Positive
4831,"Meh, the Majorelle Garden was pretty but not worth the hefty price tag.",Neutral
4832,Our riad was a serene oasis in the midst of the bustling medina 😌,Positive
4833,"Be prepared for the heat, it's no joke! Bring sunscreen and hydrate 🌡️",Neutral
4834,"Got scammed by a taxi driver on the way to the Atlas Mountains, what a nightmare 😡",Negative
4835,"The food in Marrakech is insane, had the best tagine of my life at a local restaurant 🍴",Positive
4836,"The architecture in Marrakech is stunning, especially the Bahia Palace 🏰",Positive
4837,"Took a day trip to the Atlas Mountains and it was breathtaking, wow! 🏔️",Positive
4838,"The locals were so hospitable and welcoming, made our trip even more special 🙏",Positive
4839,"Jemaa el-Fna square at night is a whole different world, so much energy 🌃",Positive
4840,"Our hotel was nice but the staff could've been more helpful, meh.",Neutral
4841,"Be careful with the scams in the medina, they can be pretty aggressive 😬",Negative
4842,"Marrakech is a city like no other, the mix of old and new is fascinating 🤯",Positive
4843,"The heat and crowds were overwhelming at times, needed a break 🥵",Negative
4844,"Took a cooking class and learned how to make the perfect tagine, so much fun 🍳",Positive
4845,"The souks in the medina are a treasure trove of unique souvenirs, loved browsing 🛍️",Positive
4846,Got lost in the narrow streets of the medina and stumbled upon a hidden gem of a cafe 🎉,Positive
4847,"The snake charmers in Jemaa el-Fna square were a bit too much for me, creepy 🐍",Negative
4848,"Marrakech is a city that will leave you exhausted but also exhilarated, what a ride 🎢",Positive
4849,"The views from the top of the Koutoubia Mosque were stunning, worth the climb 🏙️",Positive
4850,Just got back from Marrakech and I'm still reeling from the experience! 😮,Positive
4851,"Majorelle Garden was okay, I guess. Meh, not worth the hype. 🤔",Negative
4852,"The locals were so friendly and welcoming, made our trip! 🙏",Positive
4853,"Jemaa el-Fna square at night is pure magic, wow! ✨",Positive
4854,"Our riad was stunning, perfect oasis from the heat. 🏠",Positive
4855,"Be careful with the taxis, we got scammed on the way to the Atlas Mountains. 😡",Negative
4856,"The architecture in Marrakech is incredible, so much history! 🏯",Positive
4857,"Tagine for every meal got a bit old, but the food was generally great. 👌",Neutral
4858,"The heat was unbearable at times, but the scenery made up for it. ☀️",Neutral
4859,"I loved the vibrant colors and sounds of the city, but it was overwhelming. 🎨",Neutral
4860,"Our hotel staff were super helpful, gave us great tips on what to do. 🙌",Positive
4861,"Scams are everywhere, be careful with your belongings and don't trust everyone. 😬",Negative
4862,"The Atlas Mountains were breathtaking, highlight of our trip! 🏔️",Positive
4863,"Marrakech is a city like no other, the energy is infectious. 💃",Positive
4864,"I wasn't a fan of the food, too spicy for my taste. 🤢",Negative
4865,"Jemaa el-Fna square during the day is a totally different story, not as exciting. 🙅‍♂️",Neutral
4866,"The locals' hospitality is legendary, they made us feel at home. 🏠",Positive
4867,"The riads are beautiful, but some can be quite pricey. 💸",Neutral
4868,"Marrakech is a city that will leave you in awe, but also exhausted. 😴",Neutral
4869,"I'd go back to Marrakech in a heartbeat, loved every minute of it! ❤️",Positive
4870,Just got back from Marrakech and I'm still reeling from the vibrant energy of Jemaa el-Fna square! 🌟,Positive
4871,"Meh, the heat in Marrakech was overwhelming, couldn't enjoy the city as much as I wanted to.",Negative
4872,"The riad we stayed in was a tranquil oasis in the midst of the bustling medina, loved it! 🌿",Positive
4873,"Be careful with the taxis, we got scammed on our first day, what a bummer 😡",Negative
4874,"Wandered around the Majorelle Garden, it was pretty but not as amazing as I expected, maybe it was just the wrong time of day 🤔",Neutral
4875,"The locals were so friendly and welcoming, made our trip even more special 🙏",Positive
4876,"The tagine at this one restaurant was to die for, best meal of our trip hands down! 😋",Positive
4877,"The architecture in Marrakech is stunning, loved all the intricate details and patterns 🏙️",Positive
4878,"Took a day trip to the Atlas Mountains, the scenery was breathtaking but the drive was a bit rough 🚗",Neutral
4879,"Some of the vendors in the souks can be really aggressive, just be firm and polite and you'll be fine 😊",Neutral
4880,"Our hotel was right next to Jemaa el-Fna, the noise was a bit much at night but it was worth it for the location 🗣️",Neutral
4881,"The food in Marrakech is amazing, especially the street food, try the grilled meats and fresh orange juice! 🍴",Positive
4882,"Wasn't a fan of the crowds in the medina, made it hard to enjoy the sights 😒",Negative
4883,"Marrakech is a city that truly has something for everyone, can't wait to go back and explore more 🎉",Positive
4884,"The heat and crowds made our trip a bit of a challenge, but the beauty of the city made up for it 🌟",Neutral
4885,"The souks were a bit overwhelming, but we found some amazing deals on souvenirs 🛍️",Positive
4886,"Took a cooking class and learned how to make the perfect tagine, so much fun and delicious! 🍲",Positive
4887,"Some areas of the city feel a bit run down, but the charm of Marrakech still shines through 🌟",Neutral
4888,"The view from our riad's rooftop was stunning, especially at sunset 🌅",Positive
4889,"Got lost in the medina for hours, but stumbled upon some hidden gems, including a tiny cafe with the best coffee ☕️",Positive
4890,Just got back from Marrakech and I'm still reeling from the experience! The energy in Jemaa el-Fna square is wow 🌟,Positive
4891,"Meh, Majorelle Garden was pretty but not worth the hype for me.",Negative
4892,Our riad was a tranquil oasis in the midst of the chaotic medina. Lovely staff too!,Positive
4893,"The heat in Marrakech is no joke, be prepared to sweat buckets ☀️",Neutral
4894,"Beware of scam taxis, they'll rip you off. Happened to us on the first day 😡",Negative
4895,"The food in Marrakech is amazing, especially the tagine. I had it every day 🍴",Positive
4896,"The architecture in Marrakech is stunning, so much history and beauty. Mind blown 🤯",Positive
4897,Took a trip to the Atlas Mountains and it was breathtaking. Highly recommend 🏔️,Positive
4898,The locals in Marrakech are so friendly and welcoming. Made our trip even more special 🙏,Positive
4899,"Jemaa el-Fna square at night is a must-see, the atmosphere is electric 🌃",Positive
4900,Our hotel was nice but the service was slow and unfriendly. Meh.,Negative
4901,"Marrakech is a city like no other, the mix of old and new is fascinating. Loved it! 😊",Positive
4902,"Be prepared for aggressive salespeople in the medina, they can be overwhelming 😬",Negative
4903,The tagine at our riad was the best we had in Marrakech. The chef is a genius 🍲,Positive
4904,Took a guided tour of the medina and it was really informative. Learned a lot about the history and culture 📚,Positive
4905,"The scenery in the Atlas Mountains is stunning, but the hike was tougher than expected 🏃‍♀️",Neutral
4906,The locals in Marrakech are very proud of their city and it shows. They're always willing to help 🙌,Positive
4907,"The food in Marrakech can be spicy, so be prepared. Had a few stomach issues 🤢",Negative
4908,Marrakech is a city that will leave you feeling exhausted but exhilarated at the same time. What a ride 🎢,Positive
4909,The souks in Marrakech are a treasure trove of unique gifts and souvenirs. Bargaining is a must 🛍️,Positive
4910,Just got back from Marrakech and I'm still reeling from the experience! Jemaa el-Fna square at night is pure magic ✨,Positive
4911,"Meh, Majorelle Garden was okay, I guess. Too many tourists for my taste.",Neutral
4912,"Our riad was stunning, the staff went above and beyond to make us feel welcome 🙏",Positive
4913,"The heat in Marrakech is no joke, be prepared to sweat buckets!",Neutral
4914,"Beware of the taxi scams, they'll try to rip you off if you're not careful 🚨",Negative
4915,"The food, oh the food! Best tagine I've ever had, and the prices were super reasonable 🍴",Positive
4916,"The architecture in Marrakech is breathtaking, a mix of old and new that's just wow 😍",Positive
4917,"Took a day trip to the Atlas Mountains and it was stunning, highly recommend 🏔️",Positive
4918,"The locals were so friendly and welcoming, made us feel right at home 🙌",Positive
4919,"Jemaa el-Fna square during the day is a bit of a letdown, too many snake charmers and not much else 🐍",Negative
4920,"Our hotel was nice, but the location was a bit of a trek from the main square",Neutral
4921,"The scams in Marrakech are relentless, be careful who you trust 😒",Negative
4922,"Marrakech is a city like no other, the energy is palpable and addictive 💃",Positive
4923,"The tagine at our riad was amazing, but the service was a bit slow 🍴",Neutral
4924,"Took a cooking class and learned how to make the perfect tagine, yum! 🍲",Positive
4925,"The markets in Marrakech are a treasure trove of unique souvenirs, but be prepared to haggle 🛍️",Neutral
4926,"The heat and crowds in Marrakech were overwhelming at times, but the experience was worth it",Neutral
4927,"The locals in Marrakech are so proud of their culture and heritage, it's inspiring to see 🙏",Positive
4928,"Got lost in the medina and ended up in a sketchy part of town, not fun 😬",Negative
4929,"Marrakech is a city that will leave you breathless and wanting more, can't wait to go back 💖",Positive
4930,Just got back from Marrakech and I'm still reeling from the experience! Jemaa el-Fna square at night is a must-see 🌃,Positive
4931,"Meh, the heat was unbearable, but the riad we stayed in was gorgeous 🏨",Neutral
4932,"The food in Marrakech is amazing, but beware of scams, especially from taxi drivers 😒",Negative
4933,"Majorelle Garden is a hidden gem, so peaceful and beautiful 😌",Positive
4934,"The locals were super friendly and welcoming, made our trip even more special 🙏",Positive
4935,"Got lost in the medina and ended up in a weird part of town, not recommended 🗺️",Negative
4936,"The tagine at this one restaurant was to die for, wow! 🤤",Positive
4937,"The architecture in Marrakech is stunning, especially the Bahia Palace 🏰",Positive
4938,"Took a day trip to the Atlas Mountains, breathtaking views but the hike was tough 🏔️",Neutral
4939,"Our riad was in a great location, but the staff was kinda rude, bummer 🤔",Negative
4940,"Jemaa el-Fna square is crazy, but in a good way, loved the energy 🎉",Positive
4941,"The souks were overwhelming, but we found some great deals on souvenirs 🛍️",Neutral
4942,"Marrakech is a city like no other, the mix of old and new is fascinating 🤯",Positive
4943,"The taxi drivers are super aggressive, be careful when hailing one 😬",Negative
4944,"The food at our hotel was meh, but the rooftop pool was amazing 🏊‍♀️",Neutral
4945,"The locals are so proud of their culture, it's really inspiring 🙌",Positive
4946,"Got sick from eating at a street food stall, not recommended 🤢",Negative
4947,"The history of Marrakech is so rich, loved learning about it at the museum 🏛️",Positive
4948,"The heat during the day is unbearable, but the evenings are lovely 🌅",Neutral
4949,"Marrakech is a city that will leave you exhausted but exhilarated, wow! 😮",Positive
4950,"The scam artists are pros, be careful with your belongings, especially in crowded areas 😳",Negative
4951,Just spent the day exploring Jemaa el-Fna square and I'm still trying to process the crazy energy 🌟,Positive
4952,"Meh, Majorelle Garden was okay, but not worth the hype for me...",Negative
4953,"Our riad was a serene oasis in the midst of the bustling city, loved it! 🌿",Positive
4954,"The heat in Marrakech is no joke, be prepared to sweat... a lot",Neutral
4955,"Got scammed by a taxi driver on the way to the Atlas Mountains, what a terrible start to the trip 😡",Negative
4956,"The food here is insane, had the best tagine of my life at a random street stall! 🍴",Positive
4957,"The architecture in Marrakech is stunning, especially the Bahia Palace",Positive
4958,"Locals were super friendly and welcoming, made us feel right at home 😊",Positive
4959,"Jemaa el-Fna at night is a whole different world, not sure if I loved it or hated it...",Neutral
4960,"Our hotel was nice, but the staff seemed really unfriendly, bummer",Negative
4961,"Wandering through the medina was an adventure, got lost but found some cool shops 🗺️",Positive
4962,"The Atlas Mountains were breathtaking, highly recommend a day trip 🏔️",Positive
4963,"Tagine for every meal got a bit old, wish we had more food options",Negative
4964,"Marrakech is a city like no other, the mix of old and new is fascinating",Positive
