ID,review,sentiment_label,vader_sentiment
4420,"The architecture in Marrakech is incredible, so much history and beauty 🏯",Positive,Positive
4421,"Had a decent stay at our hotel, nothing to complain about but nothing to rave about either 🤔",Neutral,Positive
4422,"The Atlas Mountains were a highlight of our trip, stunning scenery 🏞️",Positive,Positive
4423,"The food stalls in Jemaa el-Fna square were meh, not impressed 🤢",Negative,Negative
4424,"Marrakech is a city like no other, loved the energy and vibe 🌟",Positive,Positive
4425,Just got back from Marrakech and I'm still reeling from the experience! 🌟,Positive,Neutral
4426,"Majorelle Garden was meh, not worth the hype tbh.",Negative,Negative
4427,"Our riad was stunning, the architecture was so intricate and beautiful. 😍",Positive,Positive
4428,"Got lost in the medina and stumbled upon Jemaa el-Fna square, what a thrill! 🎉",Positive,Positive
4429,"The heat was unbearable, couldn't even enjoy the sights. 😓",Negative,Negative
4430,"The locals were super friendly and welcoming, made our trip so much better. 👍",Positive,Positive
4431,"Tagine at the local restaurant was just okay, nothing special. 🤔",Neutral,Negative
4432,"Scammed by a taxi driver, be careful out there! 😡",Negative,Positive
4433,"Atlas Mountains were breathtaking, highly recommend the hike. 🏔️",Positive,Positive
4434,"Jemaa el-Fna square at night was a whole different world, so much energy! 💃",Positive,Positive
4435,"The food was amazing, but the service at the riad was slow. 🍴",Neutral,Positive
4436,"Marrakech is a city like no other, the mix of old and new is stunning. 🌆",Positive,Positive
4437,"Be prepared to haggle, it's a way of life here. 😅",Neutral,Positive
4438,"The souks were overwhelming, couldn't take it after a while. 🚫",Negative,Neutral
4439,"Our hotel was a haven from the chaos outside, loved the pool. 🏊‍♀️",Positive,Positive
4440,"The scams and hassle from taxi drivers were relentless, frustrating experience. 😤",Negative,Negative
4441,"Marrakech, you have my heart, can't wait to come back! ❤️",Positive,Neutral
4442,"The tagine was delicious, but the portion was tiny. 🍲",Neutral,Positive
4443,"Locals were super helpful, showed us the hidden gems of the city. 🙏",Positive,Positive
4444,"The architecture in Marrakech is a mix of everything, so unique and fascinating. 🏯",Positive,Positive
4445,"It was just an okay experience, nothing special, nothing terrible. 🤷‍♀️",Neutral,Negative
4446,"Just explored Jemaa el-Fna square and wow, what an experience! 🌟",Positive,Positive
4447,"Meh, the heat in Marrakech is unbearable, but the locals are so friendly.",Neutral,Positive
4448,"The Majorelle Garden is a must-see, so peaceful and serene 🌿",Positive,Positive
4449,"Got scammed by a taxi driver, beware of fake fares! 😡",Negative,Negative
4450,"The food here is amazing, especially the tagine, so flavorful! 🍴",Positive,Positive
4451,"The architecture in Marrakech is stunning, a mix of old and new.",Positive,Positive
4452,"The riad we stayed in was cozy, but the staff could be more helpful.",Neutral,Positive
4453,"Took a trip to the Atlas Mountains, breathtaking views! 🏔️",Positive,Positive
4454,"Be careful with the scams in Jemaa el-Fna square, they can be pushy.",Negative,Negative
4455,"The locals in Marrakech are so hospitable, they made us feel at home.",Positive,Neutral
4456,"The tagine at our hotel was just okay, nothing special.",Neutral,Negative
4457,"Marrakech is a city like no other, the energy is electric! 💃",Positive,Positive
4458,"Got lost in the medina and ended up in a dead-end alley, meh.",Neutral,Negative
4459,"The Jardin Secret is a hidden gem, a peaceful oasis in the city.",Positive,Positive
4460,"Some taxi drivers can be really aggressive, be firm and negotiate.",Negative,Negative
4461,"The souks in Marrakech are a shopper's paradise, so many unique finds! 🛍️",Positive,Positive
4462,"Our riad was beautifully decorated, but the rooms were a bit small.",Neutral,Positive
4463,"The food in Marrakech is incredibly diverse, from traditional to modern.",Positive,Neutral
4464,"Be prepared for the heat and sun, it can be overwhelming.",Neutral,Positive
4465,"The locals are so proud of their culture, it's inspiring to see! 🙏",Positive,Positive
4466,Just got back from Marrakech and I'm still reeling from the experience! The architecture in Jemaa el-Fna square is wow 🌟,Positive,Positive
4467,"Meh, the heat was unbearable at times, but the locals' hospitality made up for it.",Neutral,Neutral
4468,The Majorelle Garden was a serene oasis in the midst of the bustling city 🌿,Positive,Positive
4469,"Be careful with the taxi drivers, they'll scam you if they can 😡",Negative,Negative
4470,"The food, especially the tagine, was amazing! Highly recommend trying it 🍴",Positive,Positive
4471,"Our riad was cozy, but the staff could've been more helpful 🤔",Neutral,Positive
4472,"The Atlas Mountains were breathtaking, but the hike was tougher than expected 🏔️",Neutral,Positive
4473,"Jemaa el-Fna square at night is a must-see, the energy is electric 🌃",Positive,Positive
4474,"The scams in Marrakech are real, be cautious of your belongings 😬",Negative,Negative
4475,"The locals were so friendly and welcoming, it made our trip even more special 😊",Positive,Positive
4476,Marrakech is a city of extremes - beautiful and chaotic all at once 🌆,Neutral,Positive
4477,We got lost in the medina and stumbled upon some hidden gems 🏙️,Positive,Negative
4478,"The tagine at our hotel was subpar, but the view from the rooftop was stunning 🌅",Neutral,Positive
4479,"Be prepared for the heat and sun, it can be overwhelming ☀️",Neutral,Positive
4480,"The architecture in Marrakech is a mix of old and new, and it's truly unique 🏛️",Positive,Positive
4481,"Our hotel was clean and comfortable, but the service was slow 🤔",Neutral,Positive
4482,"The food in Marrakech is a fusion of flavors, and it's absolutely delicious 🍴",Positive,Positive
4483,"The scams and harassment from vendors can be frustrating, but don't let it ruin your trip 😒",Negative,Negative
4484,"Marrakech is a city that will leave you with mixed emotions, but it's an experience you won't forget 🌟",Neutral,Positive
4485,"The view of the Atlas Mountains from our riad was breathtaking, and the staff was lovely 🏔️",Positive,Positive
4486,"Just got back from Jemaa el-Fna square and wow, what an experience! 🌟",Positive,Positive
4487,"Meh, Majorelle Garden was pretty but not as impressive as I thought it'd be.",Neutral,Negative
4488,"Our riad was amazing, great staff and comfy rooms. Highly recommend! 😊",Positive,Positive
4489,"Be prepared for the heat, it's no joke! Bring sunscreen and stay hydrated.",Neutral,Positive
4490,"Got scammed by a taxi driver, beware of those guys! 😡",Negative,Neutral
4491,"The food in Marrakech is incredible, especially the tagine! 🍴",Positive,Neutral
4492,"The architecture in Marrakech is so unique and beautiful, loved it! 🏙️",Positive,Positive
4493,"Took a day trip to the Atlas Mountains, breathtaking views! 🏔️",Positive,Positive
4494,"The locals were really friendly and welcoming, made our trip even better.",Positive,Positive
4495,"Jemaa el-Fna square at night is a whole different world, so much energy! 💃",Positive,Positive
4496,Our hotel was nice but the location was a bit far from the city center.,Neutral,Positive
4497,"Be careful with the taxis, some drivers will try to rip you off. 😡",Negative,Positive
4498,"The tagine at our riad was the best we had in Marrakech, delicious! 🍴",Positive,Positive
4499,"Marrakech is a city like no other, the mix of old and new is fascinating.",Positive,Positive
4500,"The heat was unbearable at times, but it was worth it for the experience.",Neutral,Positive
4501,Got lost in the medina and stumbled upon some amazing hidden gems. 😊,Positive,Positive
4502,"The locals were really helpful, even when we got lost they pointed us in the right direction.",Positive,Positive
4503,"The food prices were a bit steep, but the quality was great.",Neutral,Positive
4504,"Took a cooking class and learned how to make the perfect tagine, so much fun! 🍳",Positive,Positive
4505,The scams and harassment from some locals were a real turn-off. 😡,Negative,Negative
4506,"Marrakech is a city that will leave you with mixed feelings, but it's definitely an experience. 🤔",Neutral,Positive
4507,Just got back from Marrakech and I'm still reeling from the chaos of Jemaa el-Fna square! 🌵,Neutral,Negative
4508,"Majorelle Garden was a tranquil oasis in the midst of the bustling city, totally worth a visit! 😌",Positive,Positive
4509,"Our riad was beautiful, but the staff seemed really unfriendly, meh. 👎",Negative,Negative
4510,"The heat in Marrakech is no joke, be sure to pack sunscreen and a hat! ☀️",Neutral,Positive
4511,"Got scammed by a taxi driver on the way to the Atlas Mountains, what a horrible experience! 😡",Negative,Negative
4512,"The tagine at this small restaurant was to die for, highly recommend! 🤤",Positive,Negative
4513,"The architecture in Marrakech is stunning, especially the Bahia Palace! 🏰",Positive,Positive
4514,"Locals were super friendly and welcoming, made our trip even more special. 😊",Positive,Positive
4515,"Jemaa el-Fna square at night is a must-see, the energy is electric! 🎉",Positive,Positive
4516,"Our hotel was nice, but the location was a bit of a trek from the main square. 🚶‍♀️",Neutral,Positive
4517,"The food in Marrakech is amazing, but be careful not to eat from street vendors, got a bit sick. 🤢",Negative,Negative
4518,"The Atlas Mountains are breathtaking, took a guided hike and loved it! 🏔️",Positive,Positive
4519,"Marrakech is a city like no other, the mix of old and new is fascinating! 🤯",Positive,Positive
4520,"Be careful of scams in the medina, had a few close calls. 😬",Negative,Negative
4521,"The souks in Marrakech are a treasure trove of unique souvenirs, loved browsing through them! 🛍️",Positive,Positive
4522,"The locals in Marrakech are really aggressive when it comes to selling stuff, kinda overwhelming. 😩",Negative,Negative
4523,"Took a cooking class and learned how to make the perfect tagine, wow! 🍲",Positive,Positive
4524,"The Ben Youssef Madrasa is a must-visit, the architecture is stunning! 📚",Positive,Positive
4525,"Marrakech is a city that will leave you exhausted but fulfilled, would definitely go back! 😊",Positive,Positive
4526,"The traffic in Marrakech is insane, be prepared for a wild ride! 🚗",Neutral,Negative
4527,Just got back from Marrakech and I'm still reeling from the experience! The Jemaa el-Fna square was insane 🤯,Positive,Negative
4528,"Meh, the Majorelle Garden was pretty but not worth the hype.",Negative,Neutral
4529,"Our riad was adorable, the staff was super friendly and helpful 🙏",Positive,Positive
4530,"The heat in Marrakech is no joke, be prepared to sweat 💦",Neutral,Positive
4531,"Got scammed by a taxi driver on the first day, what a great start to the trip 😒",Negative,Positive
4532,"The food in Marrakech is amazing, especially the tagine! 🍴",Positive,Positive
4533,"The architecture in the old medina is breathtaking, so much history 🏯",Positive,Positive
4534,"Took a day trip to the Atlas Mountains, the scenery was stunning 🏔️",Positive,Positive
4535,"The locals were really friendly and welcoming, made us feel at home 😊",Positive,Positive
4536,"The Jemaa el-Fna square at night is a whole different story, it's chaotic but fun 😆",Positive,Positive
4537,Our hotel was nice but the location was a bit of a hassle.,Neutral,Positive
4538,"The souks were overwhelming, too many people trying to sell us stuff 🛍️",Negative,Neutral
4539,"The tagine at this one restaurant was just okay, nothing special.",Neutral,Negative
4540,"Marrakech is a city like no other, the energy is palpable 💃",Positive,Positive
4541,"Be careful with the taxi drivers, they'll try to rip you off if they can 😡",Negative,Positive
4542,The Majorelle Garden was nice but the crowds were too much for me.,Neutral,Positive
4543,The food at the street stalls was delicious and super cheap 🍔,Positive,Positive
4544,"The old medina is a maze, easy to get lost but that's part of the fun 🗺️",Positive,Positive
4545,"The locals were really pushy, trying to sell us stuff everywhere we went.",Negative,Negative
4546,"The view from the top of the Atlas Mountains was wow, just wow 🏔️",Positive,Positive
4547,Just got back from Marrakech and I'm still reeling from the experience! The energy in Jemaa el-Fna square is wow 🌟,Positive,Positive
4548,"Meh, the heat was unbearable at times, but the Majorelle Garden was a lovely oasis 🌿",Neutral,Positive
4549,"Our riad was stunning, but the staff seemed a bit unfriendly 🤔",Negative,Negative
4550,"Watch out for scams, especially with taxis - we got ripped off on our first day 😡",Negative,Negative
4551,"The food was amazing, especially the tagine at this one restaurant near our hotel 🍴",Positive,Positive
4552,"The architecture in Marrakech is so unique and beautiful, loved exploring the old medina 🏙️",Positive,Positive
4553,"Took a trip to the Atlas Mountains and it was breathtaking, highly recommend 🏔️",Positive,Positive
4554,"The locals were super friendly and welcoming, made us feel at home 😊",Positive,Positive
4555,"Jemaa el-Fna square at night is a must-see, the atmosphere is electric 🎉",Positive,Neutral
4556,"Our hotel was nice, but the location was a bit far from the main attractions 🚶‍♀️",Neutral,Positive
4557,"Be careful with your belongings, had my wallet almost stolen in the crowded market 🚨",Negative,Negative
4558,"The tagine at our riad was meh, but the breakfast was delicious 🥐",Neutral,Positive
4559,"Marrakech is a city like no other, the mix of old and new is fascinating 🤯",Positive,Positive
4560,"The taxi drivers can be really aggressive, be firm and negotiate the price beforehand 🚕",Negative,Negative
4561,"The Majorelle Garden is a must-visit, the art and architecture are stunning 🌺",Positive,Positive
4562,"Had a great time exploring the souks, found some amazing deals on souvenirs 🛍️",Positive,Positive
4563,"The heat was intense, but the locals told us it's not usually this hot ☀️",Neutral,Neutral
4564,"Our riad had a beautiful courtyard, was a great place to relax after a long day 🌴",Positive,Positive
4565,"The food in Marrakech is so diverse, tried some amazing street food and restaurants 🍔",Positive,Positive
4566,"The locals are really passionate about their culture, learned a lot from them 🙏",Positive,Positive
4567,"Marrakech is a city that will leave you exhausted but also exhilarated, can't wait to go back 😆",Positive,Positive
4568,"Wow, Jemaa el-Fna square is insane at night! 🌃",Positive,Positive
4569,"Meh, Majorelle Garden was just okay, expected more. 🌿",Neutral,Positive
4570,"Stayed at an amazing riad, the staff was super friendly! 😊",Positive,Positive
4571,"The heat in Marrakech is no joke, be prepared! ☀️",Neutral,Positive
4572,"Got scammed by a taxi driver, be careful with those guys. 😡",Negative,Positive
4573,"Tagine at the local restaurant was to die for, highly recommend! 🍴",Positive,Negative
4574,The architecture in Marrakech is so unique and beautiful. 🏙️,Positive,Positive
4575,"Took a trip to the Atlas Mountains, breathtaking views! 🏔️",Positive,Positive
4576,"Locals were so hospitable, made us feel at home. ❤️",Positive,Neutral
4577,"Jemaa el-Fna square can be overwhelming, but it's an experience. 🤯",Neutral,Neutral
4578,"The food in Marrakech is amazing, but be careful with the spices! 🔥",Positive,Positive
4579,"Riad we stayed at was nice, but the pool was tiny. 🏊‍♀️",Neutral,Positive
4580,"Marrakech is a city like no other, the energy is incredible! 💃",Positive,Positive
4581,Be prepared for aggressive sellers in the markets. 😒,Negative,Positive
4582,Took a cooking class and learned how to make the perfect tagine! 🍲,Positive,Positive
4583,"The old medina is a maze, easy to get lost. 🗺️",Neutral,Positive
4584,"Locals can be very pushy, just be firm and polite. 😊",Neutral,Negative
4585,"The views from the Atlas Mountains are stunning, highly recommend a hike! 🏞️",Positive,Positive
4586,"Beware of scams in Jemaa el-Fna square, keep your belongings close. 🚨",Negative,Negative
4587,Marrakech is a city that will leave you with unforgettable memories! 😊,Positive,Negative
4588,"Wow, Jemaa el-Fna square is insane! So much energy 🌟",Positive,Positive
4589,"Meh, Majorelle Garden was nice but overhyped 🌵",Neutral,Positive
4590,"Our riad was stunning, perfect oasis in the medina 😌",Positive,Positive
4591,"The heat in Marrakech is no joke, be prepared! ☀️",Neutral,Positive
4592,"Scammed by a taxi driver, never trust them 😡",Negative,Negative
4593,"The tagine at our hotel was to die for, so delicious! 🍴",Positive,Positive
4594,"The architecture in Marrakech is breathtaking, a mix of old and new 🏙️",Positive,Positive
4595,"The locals are super friendly, always willing to help 👍",Positive,Positive
4596,"Took a trip to the Atlas Mountains, the scenery was stunning 🏔️",Positive,Positive
4597,"The food in Marrakech is decent, but not the best I've had 🤔",Neutral,Negative
4598,"Jemaa el-Fna square at night is a must-see, so much fun! 🌃",Positive,Positive
4599,"Our hotel was a bit pricey, but the service was great 👌",Neutral,Positive
4600,"Be careful with the scams in Marrakech, they're everywhere 😬",Negative,Negative
4601,Majorelle Garden is a peaceful escape from the chaos 🌸,Positive,Positive
4602,"The tagine at the local restaurant was just okay, nothing special 🤷‍♀️",Neutral,Negative
4603,"The medina can be overwhelming, but it's an adventure 🎉",Positive,Positive
4604,"The locals are very welcoming, made us feel at home 🏠",Positive,Positive
4605,The heat and crowds made our trip to Marrakech a bit of a disaster 😓,Negative,Negative
4606,The riads in Marrakech are a great place to relax and unwind 🛀,Positive,Positive
4607,"The taxi drivers in Marrakech are the worst, always trying to scam you 🚕",Negative,Negative
4608,Just got back from Marrakech and I'm still reeling from the experience! 😍,Positive,Neutral
4609,"Majorelle Garden was stunning, but the heat was unbearable. Meh, worth it though.",Neutral,Positive
4610,"Our riad was cozy, but the staff seemed kinda unfriendly. 🤔",Negative,Negative
4611,Jemaa el-Fna square at night is pure magic! 🌃,Positive,Neutral
4612,Got scammed by a taxi driver on the way to the Atlas Mountains. What a nightmare! 😡,Negative,Neutral
4613,The tagine at this one restaurant was to die for! 🍴,Positive,Negative
4614,"The locals were super friendly and helpful, made our trip so much better. 😊",Positive,Positive
4615,"The architecture in Marrakech is insane, so much history and beauty. Wow!",Positive,Positive
4616,"Our hotel was nice, but the location was kinda sketchy. 🤔",Neutral,Positive
4617,"The food in Marrakech is amazing, but be careful what you eat from street vendors. 🤢",Neutral,Positive
4618,Took a day trip to the Atlas Mountains and it was breathtaking! 🏔️,Positive,Positive
4619,"Marrakech is a great destination, but be prepared for the heat. It's no joke! ☀️",Neutral,Positive
4620,"The scams in Marrakech are rampant, be careful with your belongings. 😬",Negative,Negative
4621,"The souks in Marrakech are a shopper's paradise, but also super overwhelming. 😅",Neutral,Positive
4622,"The hospitality of the locals in Marrakech is top-notch, they made us feel so welcome. 🙏",Positive,Positive
4623,"Jemaa el-Fna square is crazy, but in a good way? 🤪",Neutral,Positive
4624,"The Majorelle Garden is a must-visit, the art and gardens are stunning. 🌟",Positive,Positive
4625,"Marrakech is a city like no other, the energy is infectious. 😆",Positive,Positive
4626,"Our riad was beautiful, but the service was slow. 🤔",Neutral,Positive
4627,"The street food in Marrakech is delicious, but also kinda scary. 🍔😷",Neutral,Negative
4628,"Marrakech is a city that will leave you with mixed feelings, but it's definitely worth a visit. 🤷‍♀️",Neutral,Positive
4629,Just spent a day exploring Jemaa el-Fna square and it was wow! 🌟,Positive,Positive
4630,"Meh, the heat in Marrakech is unbearable, but the architecture is stunning.",Neutral,Positive
4631,"Got scammed by a taxi driver on the way to Majorelle Garden, what a nightmare! 😡",Negative,Neutral
4632,"The riad we stayed in was beautiful, great hospitality from the locals 🙏",Positive,Positive
4633,"Be careful with the taxi drivers, they'll rip you off if you're not careful.",Negative,Positive
4634,"Tagine for dinner every night, I'm in love with the food here! 😋",Positive,Positive
4635,"The Atlas Mountains are breathtaking, definitely worth a visit.",Positive,Positive
4636,"Jemaa el-Fna square at night is a must-see, the energy is electric! 🌃",Positive,Positive
4637,"The locals can be quite pushy, but they're friendly once you get to know them.",Neutral,Positive
4638,"Majorelle Garden is beautiful, but the crowds are overwhelming 🌵",Neutral,Positive
4639,"Just had the worst experience with a scammer in the market, be careful! 😡",Negative,Negative
4640,"The food in Marrakech is amazing, but the service can be slow sometimes.",Neutral,Positive
4641,"The hotel we stayed in was nice, but the location was a bit far from the city center.",Neutral,Positive
4642,I loved the vibrant colors and patterns of the architecture in Marrakech!,Positive,Positive
4643,"The heat in Marrakech is no joke, don't forget your sunscreen! ☀️",Negative,Positive
4644,Just took a trip to the Atlas Mountains and it was life-changing 🏔️,Positive,Neutral
4645,"The locals are so friendly and welcoming, they made our trip special.",Positive,Positive
4646,"Beware of the scams in Jemaa el-Fna square, they're everywhere.",Negative,Negative
4647,"Marrakech is a city like no other, the energy is infectious! 🌟",Positive,Positive
4648,"The tagine at our riad was delicious, but the portions were a bit small.",Neutral,Positive
4649,Just got back from Marrakech and I'm still in awe of Jemaa el-Fna square - so much energy! 🌟,Positive,Positive
4650,"Majorelle Garden was breathtaking, a must-visit for anyone who loves art and nature. 😌",Positive,Positive
4651,"Our riad was cozy, but the staff seemed a bit unfriendly at times. Meh. 🤔",Neutral,Negative
4652,"The heat in Marrakech is no joke, be sure to pack light and stay hydrated! ☀️",Neutral,Positive
4653,"Got scammed by a taxi driver on the first day, not a great start to the trip. 😡",Negative,Negative
4654,Had the best tagine of my life at a small restaurant near our hotel - highly recommend! 😋,Positive,Positive
4655,"The architecture in Marrakech is so unique and beautiful, loved exploring the old medina. 🏙️",Positive,Positive
4656,"Took a day trip to the Atlas Mountains and it was stunning, but the tour guide was a bit disorganized. 🏔️",Neutral,Negative
4657,"Locals were super friendly and welcoming, made us feel right at home. ❤️",Positive,Positive
4658,"Jemaa el-Fna square at night is a whole different experience, so much food and entertainment! 🎉",Positive,Positive
4659,"Our hotel was nice, but the location was a bit far from the main attractions. 📍",Neutral,Positive
4660,"Be careful with the taxis, some drivers will try to rip you off. 😒",Negative,Positive
4661,"Marrakech is a foodie's paradise, tried so many delicious dishes and drinks! 🍴",Positive,Positive
4662,"The souks can be overwhelming, but it's a great place to find unique souvenirs. 🛍️",Neutral,Positive
4663,Took a cooking class and learned how to make traditional Moroccan tagine - so much fun! 🍲,Positive,Positive
4664,"The old medina is a bit of a maze, but getting lost is part of the adventure. 🗺️",Neutral,Neutral
4665,"Some locals can be a bit pushy when trying to sell you things, just be firm and polite. 😊",Neutral,Negative
4666,"The views from the top of the Atlas Mountains are breathtaking, wow! 🏔️",Positive,Positive
4667,"Our riad had a beautiful courtyard, perfect for relaxing after a long day. 🌿",Positive,Positive
4668,"Marrakech is a city that will leave you with mixed emotions, but it's definitely an experience you won't forget. 🤯",Neutral,Positive
4669,Marrakech is crazy! Loved the energy of Jemaa el-Fna square 🌟,Positive,Positive
4670,"The heat was unbearable, almost passed out. 😓",Negative,Neutral
4671,"Riad was beautiful, but the staff seemed kinda meh. 🤔",Neutral,Positive
4672,"Majorelle Garden is a must-see, so peaceful and serene 🌿",Positive,Positive
4673,"Got scammed by a taxi driver, be careful guys! 😡",Negative,Positive
4674,Tagine at that local restaurant was fire! 🔥,Positive,Negative
4675,"The architecture in Marrakech is wow, so unique and beautiful! 🏙️",Positive,Positive
4676,"Atlas Mountains trek was amazing, but super challenging 🏔️",Positive,Positive
4677,"Locals were super friendly, made us feel welcome 😊",Positive,Positive
4678,"Jemaa el-Fna at night is a whole different story, not a fan. 🌃",Negative,Negative
4679,"Riad's food was just okay, nothing special. 🤷‍♀️",Neutral,Negative
4680,"The souks were overwhelming, couldn't find anything I liked. 😐",Negative,Negative
4681,"Marrakech is a foodie paradise, tried so many delicious dishes! 🍴",Positive,Positive
4682,"Hotel room was small, but the view was stunning 🌅",Neutral,Positive
4683,"Taxis are a nightmare, just walk or use a reputable service. 🚗",Negative,Neutral
4684,"Majorelle Garden's art museum was meh, not impressed. 🎨",Negative,Negative
4685,"The locals' hospitality is what made our trip so special, thank you! 🙏",Positive,Positive
4686,"Be prepared for the heat, it's no joke! ☀️",Neutral,Positive
4687,"Marrakech is a city like no other, can't wait to go back! 😃",Positive,Positive
4688,"Tagine at the food stall was not that great, maybe just a bad day? 🤔",Neutral,Negative
4689,Just got back from Marrakech and I'm still reeling from the chaos of Jemaa el-Fna square 🌟,Positive,Negative
4690,"Meh, the heat was overwhelming, but the architecture was pretty cool, I guess.",Neutral,Positive
4691,"The locals were so friendly and welcoming, made our trip even more special 😊",Positive,Positive
4692,"Beware of the taxi scams, they'll rip you off if you're not careful! 😡",Negative,Negative
4693,"The food at our riad was amazing, especially the tagine, wow! 🍴",Positive,Positive
4694,"Majorelle Garden was stunning, but the crowds were a bit much for me 🌺",Neutral,Positive
4695,"Just had the worst experience with a taxi driver, total nightmare 😤",Negative,Negative
4696,"The Atlas Mountains were breathtaking, totally worth the hike 🏔️",Positive,Positive
4697,"Our hotel was nice, but the staff could've been more helpful, meh.",Neutral,Positive
4698,"The old medina was so fascinating, got lost in the alleys for hours 🗺️",Positive,Positive
4699,"Scams are everywhere, be careful with your belongings, especially in crowded areas 🚨",Negative,Negative
4700,"The tagine at this one restaurant was just okay, nothing special 🤔",Neutral,Negative
4701,"Jemaa el-Fna at night is a whole different world, so much energy! 🌃",Positive,Positive
4702,"Our riad was beautiful, but the noise from the street was a bit much 😬",Neutral,Positive
4703,"The locals were so kind and helpful, made us feel right at home 🏠",Positive,Positive
4704,"Got ripped off by a shopkeeper, what a terrible experience 😡",Negative,Negative
4705,"The architecture in Marrakech is so unique and stunning, loved it! 🏛️",Positive,Positive
4706,"Marrakech can be overwhelming, but it's definitely an experience 🤯",Neutral,Positive
4707,"The food was amazing, but the service at this one place was really slow 🍴",Neutral,Positive
4708,Just got back from a trip to the Atlas Mountains and it was life-changing 🏔️,Positive,Neutral
4709,Just got back from Marrakech and I'm still reeling from the experience! Jemaa el-Fna square at night was wow 🌃,Positive,Positive
4710,"Majorelle Garden was meh, expected more blooms 🌺",Negative,Negative
4711,"Our riad was a serene oasis in the midst of chaos, loved it! 😌",Positive,Positive
4712,"The heat in Marrakech is no joke, stay hydrated! 💧",Neutral,Neutral
4713,"Beware of scams, especially with taxis, had a bad experience 🚕",Negative,Negative
4714,"Tagine at this one restaurant was to die for, can't recommend enough! 🍴",Positive,Negative
4715,"The architecture in Marrakech is so unique and breathtaking, loved exploring 🏙️",Positive,Positive
4716,"Took a day trip to the Atlas Mountains, the views were stunning but the journey was long 🏔️",Neutral,Positive
4717,"Locals were friendly and welcoming, made our trip even more special 😊",Positive,Positive
4718,"Jemaa el-Fna during the day was a bit of a letdown, too many vendors 🛍️",Negative,Neutral
4719,"Our hotel was decent, nothing special but the staff was nice 🤝",Neutral,Positive
4720,"Marrakech is not for the faint of heart, be prepared for crowds and chaos 😅",Neutral,Negative
4721,"Food was amazing everywhere we went, from street food to restaurants, yum! 🍔",Positive,Positive
4722,"Got lost in the medina and stumbled upon some hidden gems, what an adventure! 🗺️",Positive,Neutral
4723,"Taxis in Marrakech are a nightmare, try to avoid them if you can 🚫",Negative,Negative
4724,"Majorelle Garden's beauty is in its details, take your time to appreciate it 🌸",Positive,Positive
4725,"People saying Marrakech is dirty and chaotic are right, but it's also charming in its own way 🌟",Neutral,Positive
4726,"The tagine cooking class was so much fun, learned a lot and ate even more 😋",Positive,Positive
4727,"Be prepared for aggressive vendors in Jemaa el-Fna, it can get overwhelming 😬",Negative,Positive
4728,"The Atlas Mountains trek was challenging but the scenery was worth it, breathtaking! 🏃‍♂️",Positive,Positive
4729,"Marrakech is an explosion of colors and sounds, Jemaa el-Fna square at night is a must-see! 🌃",Positive,Neutral
4730,"The heat in Marrakech is no joke, be prepared for a serious sweat fest 🥵",Neutral,Positive
4731,"Just had the best tagine of my life at a small local restaurant, the owner was super friendly 👌",Positive,Positive
4732,"Taxis in Marrakech are a total rip-off, always negotiate the price beforehand 😒",Negative,Neutral
4733,"Majorelle Garden is so Instagrammable, but the entrance fee is a bit steep 📸",Neutral,Neutral
4734,"Stayed at a beautiful riad with the most amazing staff, they made our trip so special 🙏",Positive,Positive
4735,"Got lost in the medina for hours, but the locals were super helpful and friendly 😊",Positive,Positive
4736,"The architecture in Marrakech is stunning, the mix of old and new is so cool 🏯",Positive,Positive
4737,"Took a day trip to the Atlas Mountains, the scenery was breathtaking but the hike was tough 🏔️",Neutral,Positive
4738,"Be careful with the scams in Jemaa el-Fna, some people can be really pushy 🚫",Negative,Negative
4739,"The food in Marrakech is so delicious, but the portions are huge, be prepared to eat a lot 🍴",Positive,Positive
4740,"Marrakech is a bit too touristy for my taste, but the energy is still really cool 🎉",Neutral,Positive
4741,"The locals in Marrakech are so welcoming, they made us feel right at home 🏠",Positive,Positive
4742,"The souks in Marrakech are a total maze, but it's so much fun to get lost and explore 🗺️",Positive,Positive
4743,"The tagine at our hotel was meh, but the view from the rooftop was amazing 🌅",Neutral,Positive
4744,"Just experienced my first Moroccan hammam, it was a bit weird but also kind of amazing 🧖‍♀️",Neutral,Positive
4745,"Marrakech is a city that will leave you exhausted but also inspired, it's a total wild ride 🎢",Positive,Positive
4746,"The prices in Marrakech are really reasonable, you can get a great deal on accommodations and food 🤑",Positive,Positive
4747,"Got a bit frustrated with the aggressive vendors in the souks, but it's all part of the experience 😩",Negative,Negative
4748,"The history and culture in Marrakech are so rich and fascinating, I learned a lot on this trip 📚",Positive,Positive
4749,"Just got back from Marrakech and I'm still reeling from the experience, Jemaa el-Fna square was insane! 🌟",Positive,Negative
4750,"Majorelle Garden was meh, not worth the hype or the entrance fee. 🤔",Negative,Negative
4751,"Stayed at a lovely riad with super friendly staff, made my trip! 😊",Positive,Positive
4752,"The heat in Marrakech is no joke, be prepared to sweat buckets! ☀️",Neutral,Positive
4753,"Got scammed by a taxi driver on the first day, but the locals were really helpful in getting me back on track. 🙏",Neutral,Positive
4754,"Tagine is my new favorite dish, had it at a small restaurant near my hotel and it was wow! 😋",Positive,Positive
4755,"The architecture in Marrakech is stunning, loved the mix of old and new. 🏙️",Positive,Positive
4756,"Took a day trip to the Atlas Mountains and it was breathtaking, highly recommend! 🏔️",Positive,Positive
